semeval2007.d000.s000.t002 report%2:32:04::
senseval2.d001.s084.t000 at_the_same_time%4:02:05::
senseval2.d001.s084.t002 rush%2:30:00::
senseval2.d001.s085.t000 hope%2:31:00::
senseval2.d001.s085.t004 involve%2:42:04::
senseval2.d001.s086.t002 find%2:32:00::
senseval2.d001.s086.t004 involve%2:42:04::
senseval2.d001.s086.t008 think%2:31:03::
senseval2.d001.s087.t000 believe%2:31:03::
senseval2.d001.s087.t002 inherit%2:40:01::
senseval2.d001.s087.t003 defective%5:00:00:malfunctioning:00
senseval2.d001.s087.t006 copy%1:06:00::
senseval2.d001.s088.t001 report%2:32:04::
senseval2.d001.s088.t005 involve%2:42:04::
senseval2.d001.s088.t010 common%5:00:00:familiar:02
senseval2.d001.s089.t000 discovery%1:09:00::
senseval2.d001.s089.t001 lead%2:42:12::
senseval2.d001.s089.t004 speculate%2:32:00::
senseval2.d001.s090.t004 unit%1:14:00::
senseval2.d001.s090.t007 hunter%1:18:01::
senseval2.d001.s090.t008 turn%2:42:13::
senseval2.d001.s090.t014 new%5:00:00:original:00
senseval2.d001.s091.t001 say%2:32:01::
senseval2.d001.s091.t002 new%5:00:00:original:00
senseval2.d001.s091.t005 slow%2:30:05::
senseval2.d001.s092.t000 idea%1:09:01::
senseval2.d001.s092.t001 administer%2:29:00::
senseval2.d001.s092.t004 make%2:36:00::
senseval2.d001.s092.t006 version%1:09:01::
senseval2.d001.s093.t002 defective%5:00:00:malfunctioning:00
senseval2.d001.s093.t005 version%1:09:01::
senseval2.d001.s094.t001 say%2:32:15::
senseval2.d002.s000.t001 child%1:18:01::
senseval2.d002.s000.t003 write%2:36:01::
senseval2.d002.s000.t004 reckon%2:31:01::
senseval2.d002.s001.t000 know%2:31:03::
senseval2.d002.s003.t002 effective%5:00:00:competent:00
senseval2.d002.s003.t004 require%2:32:01::
senseval2.d002.s003.t005 relinquish%2:40:00::
senseval2.d002.s003.t007 metaphysical%5:00:00:theoretical:00
senseval2.d002.s004.t002 dominate%2:42:01::
senseval2.d002.s004.t004 establishment%1:14:00::
senseval2.d002.s006.t000 ask%2:42:00::
senseval2.d002.s006.t001 sample%1:09:01::
senseval2.d002.s006.t004 wish%2:37:02::
senseval2.d002.s006.t008 child%1:18:01::
senseval2.d002.s008.t000 one%1:09:00::
senseval2.d002.s008.t001 say%2:32:03::
senseval2.d002.s010.t005 intellectual%3:00:00::
senseval2.d002.s010.t007 match%2:42:01::
senseval2.d002.s010.t008 only%4:02:01::
senseval2.d002.s010.t009 good%3:00:02::
senseval2.d002.s011.t001 notion%1:09:00::
senseval2.d002.s011.t004 romantic%5:00:00:impractical:00
senseval2.d002.s011.t007 instruction%1:04:01::
senseval2.d002.s011.t009 authoritarian%5:00:00:domineering:00
senseval2.d002.s011.t010 repression%1:04:00::
senseval2.d002.s011.t011 frustration%1:04:02::
senseval2.d002.s011.t018 potentiality%1:09:00::
senseval2.d002.s011.t019 inherent%5:00:00:implicit:00
senseval2.d002.s011.t021 child%1:18:01::
senseval2.d002.s012.t002 find%2:31:10::
senseval2.d002.s012.t003 romantic%5:00:00:impractical:00
senseval2.d002.s013.t004 child%1:18:01::
senseval2.d002.s013.t006 decent%5:00:00:sufficient:00
senseval2.d002.s013.t007 education%1:09:00::
senseval2.d002.s013.t014 demand%2:42:00::
senseval2.d002.s014.t000 commitment%1:04:00::
senseval2.d002.s014.t002 survive%2:42:02::
senseval2.d002.s014.t004 illiteracy%1:09:00::
senseval2.d002.s015.t003 determine%2:31:02::
senseval2.d002.s015.t007 prevail%2:33:00::
senseval2.d002.s015.t008 illusion%1:09:00::
senseval2.d002.s016.t000 education%1:04:01::
senseval2.d002.s016.t001 establishment%1:14:02:: establishment%1:14:00::
senseval2.d002.s016.t002 fight%2:33:01::
senseval2.d002.s017.t000 reason%1:10:01::
senseval2.d002.s017.t002 simple%5:00:02:plain:01
senseval2.d002.s017.t003 reason%1:10:01::
senseval2.d002.s018.t002 once%4:02:01::
senseval2.d002.s018.t003 call%2:32:00::
senseval2.d002.s018.t010 instruction%1:04:01::
senseval2.d002.s019.t002 think%2:31:03::
senseval2.d002.s019.t004 development%1:22:02::
senseval2.d002.s019.t005 even%4:02:01::
senseval2.d002.s019.t007 minimize%2:32:01::
senseval2.d002.s019.t009 test%1:10:00::
senseval2.d002.s019.t012 result%1:11:00::
senseval2.d002.s020.t004 pass%2:41:08::
senseval2.d002.s020.t009 philosophy%1:09:00::
senseval2.d002.s021.t000 take%2:31:02::
senseval2.d002.s021.t003 college%1:14:01::
senseval2.d002.s021.t004 think%2:36:00::
senseval2.d002.s022.t001 fairly%4:02:00::
senseval2.d002.s023.t001 dump%2:38:00::
senseval2.d002.s023.t003 distinct%5:00:00:separate:00
senseval2.d002.s023.t005 establishment%1:14:00::
senseval2.d002.s024.t000 know%2:31:00::
senseval2.d002.s024.t005 commit%2:32:01::
senseval2.d002.s024.t007 teaching%1:04:01::
senseval2.d002.s025.t001 bright%5:00:00:intelligent:00
senseval2.d002.s028.t000 education%1:09:01::
senseval2.d002.s028.t001 proceed%2:42:00::
senseval2.d002.s029.t000 sense%1:10:00::
senseval2.d002.s029.t002 compare%2:31:01::
senseval2.d002.s029.t003 one%1:09:00::
senseval2.d002.s030.t000 brilliant%5:00:00:intelligent:00
senseval2.d002.s033.t000 problem%1:09:00::
senseval2.d002.s033.t001 equity%1:07:00::
senseval2.d002.s033.t003 problem%1:09:00::
senseval2.d002.s034.t000 silly%5:00:00:undignified:00
senseval2.d002.s034.t003 think%2:31:03::
senseval2.d002.s034.t005 child%1:18:01::
senseval2.d002.s034.t006 better%5:00:00:advisable:00
senseval2.d002.s034.t007 only%4:02:03::
senseval2.d002.s034.t011 more%4:02:01::
senseval2.d002.s035.t005 spread%2:32:00::
senseval2.d002.s035.t007 narrow%5:00:00:limited:00
senseval2.d002.s036.t004 find%2:31:10::
senseval2.d002.s036.t007 strike%2:38:08::
senseval2.d002.s036.t008 friendly%5:00:00:amicable:00
senseval2.d002.s036.t009 posture%1:09:00::
senseval2.d002.s036.t011 important%5:00:00:influential:00
senseval2.d002.s037.t003 thing%1:09:02::
senseval2.d002.s037.t006 differential%1:07:00::
senseval2.d002.s037.t007 result%2:42:02::
senseval2.d002.s037.t009 differential%1:07:00::
senseval2.d002.s039.t000 wish%2:37:02::
senseval2.d002.s039.t006 just%4:02:05::
senseval2.d002.s039.t007 important%3:00:04::
senseval2.d002.s040.t005 poor%3:00:00:: poor%3:00:03::
senseval2.d002.s040.t006 same%3:00:00::
senseval2.d002.s041.t004 know%2:31:12::
senseval2.d002.s042.t002 need%2:34:01::
senseval2.d002.s042.t004 only%4:02:03::
senseval2.d002.s043.t002 political%3:01:02::
senseval2.d002.s043.t007 concern%2:42:01::
senseval2.d002.s044.t000 inevitably%4:02:02::
senseval2.d002.s044.t007 open%5:00:00:unsettled:02 open%5:00:00:unrestricted:00
senseval2.d002.s045.t005 announce%2:32:02::
senseval2.d002.s045.t007 need%2:34:00::
senseval2.d002.s046.t000 comprehensive%5:00:00:inclusive:00
senseval2.d002.s046.t001 development%1:22:02::
senseval2.d002.s046.t004 seem%2:39:02::
senseval2.d002.s047.t004 system%1:14:00::
senseval2.d002.s048.t002 program%1:09:01::
senseval2.d002.s048.t004 program%1:09:01::
senseval2.d002.s049.t002 early%5:00:00:young:00
senseval2.d002.s049.t003 exposure%1:04:06::
senseval2.d002.s049.t004 schooling%1:09:00::
senseval2.d002.s049.t006 performance%1:04:00::
senseval2.d002.s049.t007 first%5:00:00:ordinal:00
senseval2.d002.s049.t010 difference%1:11:00::
senseval2.d002.s049.t011 quickly%4:02:02::
senseval2.d002.s049.t012 wash%2:38:01::
senseval2.d002.s049.t013 away%4:02:09::
senseval2.d002.s050.t005 work%2:41:03::
senseval2.d002.s050.t006 work%2:41:03::
senseval2.d002.s050.t007 parental%3:00:00::
senseval2.d002.s051.t003 blame%2:31:00::
senseval2.d002.s051.t006 limitation%1:07:00::
senseval2.d002.s051.t007 child%1:18:01::
senseval2.d002.s052.t002 child%1:18:01::
senseval2.d002.s052.t003 education%1:09:01::
senseval2.d002.s052.t005 school%1:28:00::
senseval2.d002.s053.t000 see%2:31:03::
senseval2.d002.s053.t001 kid%1:18:01::
senseval2.d002.s053.t002 play%2:41:02::
senseval2.d002.s053.t004 make%2:30:00::
senseval2.d002.s053.t005 certain%3:00:01::
senseval2.d002.s053.t009 time%1:28:05::
senseval2.d002.s054.t002 option%1:09:00::
senseval2.d002.s054.t003 switch%2:30:02::
senseval2.d002.s055.t002 even%4:02:01::
senseval2.d002.s056.t000 here%4:02:02::
senseval2.d002.s057.t006 become%2:42:01::
senseval2.d002.s058.t002 system%1:14:00::
senseval2.d002.s058.t004 governance%1:04:00::
senseval2.d002.s058.t005 even%4:02:03::
senseval2.d002.s059.t007 make%2:30:00::
senseval2.d002.s060.t000 reason%1:10:01::
senseval2.d002.s060.t001 simple%5:00:00:easy:01
senseval2.d002.s060.t005 influence%1:19:00::
senseval2.d002.s061.t003 tell%2:32:00::
senseval2.d002.s061.t005 even%4:02:01::
senseval2.d002.s061.t007 class%1:14:03::
senseval2.d002.s061.t010 performance%1:04:00::
senseval2.d002.s061.t015 reason%1:10:00::
senseval2.d002.s062.t000 new%5:00:00:original:00
senseval2.d002.s062.t001 money%1:21:02::
senseval2.d002.s062.t007 pile%2:35:03::
senseval2.d002.s063.t004 expenditure%1:04:00::
senseval2.d002.s063.t005 real%5:00:00:true:00
senseval2.d002.s063.t007 sharply%4:02:03::
senseval2.d002.s063.t009 now%4:02:04:: now%4:02:00::
senseval2.d002.s063.t010 spend%2:40:00::
senseval2.d002.s063.t011 more%4:02:01::
senseval2.d002.s063.t016 performance%1:04:00::
senseval2.d002.s064.t000 way%1:26:00::
senseval2.d002.s064.t001 work%2:35:02::
senseval2.d002.s065.t004 allow%2:42:07::
senseval2.d002.s066.t002 graduate%2:40:01::
senseval2.d002.s066.t006 prevail%2:42:01::
senseval2.d002.s067.t000 mean%2:42:00::
senseval2.d002.s067.t004 permit%2:41:00::
senseval2.d002.s067.t014 study%1:09:03::
senseval2.d002.s067.t015 enter%2:30:10::
senseval2.d002.s067.t017 world%1:14:01::
senseval2.d002.s067.t018 work%1:04:01::
senseval2.d002.s069.t002 encourage%2:32:00::
senseval2.d002.s069.t006 realize%2:36:00::
senseval2.d002.s069.t007 full%5:00:00:complete:00
senseval2.d002.s070.t001 believe%2:31:03::
senseval2.d002.s071.t007 one%1:09:00::
senseval2.d002.s072.t005 silly%5:00:00:undignified:00
senseval2.d002.s073.t000 dubious%5:00:00:questionable:00
senseval2.d002.s073.t001 psychological%3:01:00::
senseval2.d002.s074.t000 reason%1:10:01::
senseval2.d002.s074.t012 influence%1:19:00::
senseval2.d002.s074.t015 teaching%1:04:01::
senseval2.d002.s075.t001 appreciate%2:31:00::
senseval2.d002.s075.t002 just%4:02:05::
senseval2.d002.s075.t006 add%2:31:00::
senseval2.d002.s075.t010 basis%1:09:00::
senseval2.d002.s076.t001 important%3:00:04:: important%3:00:02::
senseval2.d002.s076.t003 principal%1:18:00::
senseval2.d002.s076.t004 large%5:00:00:significant:00
senseval2.d002.s076.t005 measure%1:03:00::
senseval2.d002.s076.t007 faculty%1:14:00::
senseval2.d002.s077.t004 tell%2:32:00::
senseval2.d002.s077.t007 outside%5:00:00:external:00
senseval2.d002.s077.t008 interference%1:04:00::
senseval2.d002.s077.t009 govern%2:41:00::
senseval2.d002.s077.t011 head%1:18:01::
senseval2.d002.s078.t003 unambiguous%3:00:04::
senseval2.d002.s079.t003 produce%2:36:03::
senseval2.d002.s079.t009 performance%1:04:03::
senseval2.d002.s080.t001 ruffle%2:37:00::
senseval2.d002.s080.t004 one%1:09:00::
senseval2.d002.s081.t000 publish%2:32:00::
senseval3.d000.s000.t001 say%2:32:01::
senseval3.d000.s001.t002 bleary%5:00:00:indistinct:00
senseval3.d000.s002.t001 ready%5:00:01:available:00
senseval3.d000.s002.t002 answer%1:04:00::
senseval3.d000.s002.t005 fit%1:26:00::
senseval3.d000.s004.t009 clear%3:00:02::
senseval3.d000.s005.t001 rocker%1:06:01::
senseval3.d000.s005.t002 think%2:31:12::
senseval3.d000.s006.t001 clear%5:00:00:discerning:00 clear%3:00:02::
senseval3.d000.s006.t002 bright%5:00:00:colorful:00
senseval3.d000.s006.t004 intensity%1:07:00::
senseval3.d000.s006.t005 cold%5:00:00:intense:00 cold%3:00:02::
senseval3.d000.s006.t006 fire%1:12:00::
senseval3.d000.s006.t007 burn%2:37:00::
senseval3.d000.s007.t000 notice%2:39:00::
senseval3.d000.s009.t000 wonder%2:32:01::
senseval3.d000.s009.t001 get%2:30:00::
senseval3.d000.s009.t002 tie%2:41:01::
senseval3.d000.s011.t000 blur%2:30:00::
senseval3.d000.s011.t003 drinking%1:04:01::
senseval3.d000.s012.t002 sink%2:38:07::
senseval3.d000.s012.t003 thought%1:09:00::
senseval3.d000.s012.t006 street%1:06:01::
senseval3.d000.s012.t007 light%1:10:00::
senseval3.d000.s012.t010 roar%2:38:00::
senseval3.d000.s012.t011 intersection%1:06:00::
senseval3.d000.s013.t001 howl%2:32:01::
senseval3.d000.s013.t002 horn%1:06:05::
senseval3.d000.s013.t003 blare%2:39:00::
senseval3.d000.s013.t005 hit%2:35:01::
senseval3.d000.s014.t001 involuntary%3:00:02::
senseval3.d000.s014.t002 do%2:36:01::
senseval3.d000.s015.t003 hit%2:35:01::
senseval3.d000.s016.t004 come_to%2:41:00::
senseval3.d000.s017.t002 have%2:30:00::
senseval3.d000.s017.t005 old%3:00:01::
senseval3.d000.s018.t002 curse%2:32:02::
senseval3.d000.s018.t004 ruin%2:41:00::
senseval3.d000.s018.t005 safe%5:00:00:sound:00
senseval3.d000.s018.t006 record%1:04:01::
senseval3.d000.s019.t001 save%2:41:00::
senseval3.d000.s019.t007 word%1:10:03::
senseval3.d000.s020.t001 stop%2:42:00::
senseval3.d000.s020.t004 heel%1:08:00::
senseval3.d000.s021.t000 give%2:31:02::
senseval3.d000.s021.t002 thought%1:09:00::
senseval3.d000.s022.t004 make%2:36:15:: make%2:32:00::
senseval3.d000.s023.t000 sort%1:07:00::
senseval3.d000.s023.t002 call%2:40:05::
senseval3.d000.s023.t003 bluff%1:04:00::
senseval3.d000.s023.t004 say%2:32:15::
senseval3.d000.s023.t005 word%1:10:03::
senseval3.d000.s024.t000 light%1:10:00::
senseval3.d000.s024.t001 go%2:30:04::
senseval3.d000.s024.t002 way%1:06:00::
senseval3.d000.s024.t003 go_on%2:38:00::
senseval3.d000.s024.t004 street%1:06:01::
senseval3.d000.s025.t001 find_out%2:31:00::
senseval3.d000.s025.t003 favorite%5:00:00:loved:00
senseval3.d000.s025.t005 insist%2:32:03::
senseval3.d000.s025.t006 offer%2:40:00::
senseval3.d000.s026.t003 corner%1:06:02::
senseval3.d000.s026.t004 pass%2:42:00::
senseval3.d000.s026.t005 time%1:28:05::
senseval3.d000.s026.t006 nurse%2:37:00::
senseval3.d000.s026.t007 favorite%5:00:00:loved:00
senseval3.d000.s027.t002 company%1:26:00::
senseval3.d000.s027.t004 free%5:00:00:unpaid:00
senseval3.d000.s027.t006 make%2:40:01::
senseval3.d000.s027.t007 good%5:00:00:discriminating:00
senseval3.d000.s029.t000 wonder%2:32:01::
senseval3.d000.s029.t003 company%1:26:00::
senseval3.d000.s030.t000 take%2:40:05::
senseval3.d000.s030.t001 offer%1:10:00::
senseval3.d000.s030.t002 begin%2:42:00::
senseval3.d000.s030.t003 feel%2:31:01::
senseval3.d000.s030.t004 uneasy%5:00:00:uncomfortable:01
senseval3.d000.s031.t000 get%2:30:02::
senseval3.d000.s031.t003 give%2:40:07::
senseval3.d000.s031.t006 answer%1:10:00::
senseval3.d000.s031.t008 wink%2:29:00::
senseval3.d000.s032.t001 weak%5:00:00:perceptible:00
senseval3.d000.s033.t000 think_of%2:31:03::
senseval3.d000.s035.t001 crease%1:25:01::
senseval3.d000.s035.t002 appear%2:30:00::
senseval3.d000.s036.t001 take%2:31:07::
senseval3.d000.s038.t000 have%2:42:00::
senseval3.d000.s039.t000 hit%2:35:01::
senseval3.d000.s040.t000 return%2:40:00::
senseval3.d000.s041.t000 do%2:36:01::
senseval3.d000.s041.t002 like%2:37:04::
senseval3.d000.s042.t000 cost%2:42:01::
senseval3.d000.s042.t001 cent%1:21:00::
senseval3.d000.s043.t001 try%2:41:01::
senseval3.d000.s045.t001 feel%2:29:00::
senseval3.d000.s045.t002 woolly%5:00:00:confused:00
senseval3.d000.s046.t002 make%2:36:12::
senseval3.d000.s046.t003 exit%1:04:00::
senseval3.d000.s047.t001 come%2:30:13::
senseval3.d000.s048.t000 concede%2:32:01::
senseval3.d000.s049.t000 keep%2:42:07::
senseval3.d000.s049.t001 ride%2:32:00::
senseval3.d000.s049.t002 like%2:37:05::
senseval3.d000.s049.t004 radio%1:06:01::
senseval3.d000.s049.t005 sing%2:36:00::
senseval3.d000.s049.t006 take%2:39:00::
senseval3.d000.s049.t007 bath%1:04:00::
senseval3.d000.s050.t000 say%2:32:01::
senseval3.d000.s051.t001 bother%2:37:00::
senseval3.d000.s052.t003 nod%2:32:00::
senseval3.d000.s053.t002 content%2:37:00::
senseval3.d000.s055.t000 give%2:40:07::
senseval3.d000.s055.t001 address%1:10:02::
senseval3.d000.s056.t000 take%2:40:06::
senseval3.d000.s056.t001 time%1:28:00::
senseval3.d000.s057.t003 habit%1:04:02::
senseval3.d000.s058.t000 see%2:31:01::
senseval3.d000.s058.t001 make%2:30:00::
senseval3.d000.s059.t001 look%2:39:01::
senseval3.d000.s061.t001 fly%2:30:01::
senseval3.d000.s064.t001 say%2:32:15::
senseval3.d000.s065.t001 make%2:36:12::
senseval3.d000.s065.t002 break%1:04:02::
senseval3.d000.s066.t000 watch%2:41:00::
senseval3.d000.s066.t004 slip%1:04:03::
senseval3.d000.s066.t005 door%1:06:01::
senseval3.d000.s066.t007 relieve%2:37:00::
senseval3.d000.s066.t010 notice%2:39:00::
senseval3.d000.s067.t001 stay%2:38:00::
senseval3.d000.s067.t002 time%1:28:00::
senseval3.d000.s067.t003 pass%2:38:03::
senseval3.d000.s067.t004 seem%2:39:01::
senseval3.d000.s067.t009 glass%1:06:00::
senseval3.d000.s067.t010 table%1:06:01::
senseval3.d000.s071.t002 day%1:28:02::
senseval3.d000.s071.t003 pass%2:38:05::
senseval3.d000.s071.t011 life%1:26:02::
senseval3.d000.s075.t004 separate%5:00:00:detached:00
senseval3.d000.s075.t005 maintenance%1:21:01::
senseval3.d000.s075.t009 do%2:41:04::
senseval3.d000.s076.t000 come%2:38:04::
senseval3.d000.s076.t002 work%1:06:01::
senseval3.d000.s076.t003 startle%2:38:00::
senseval3.d000.s076.t005 front%1:15:03::
senseval3.d000.s078.t001 crawl%2:42:01::
senseval3.d000.s078.t005 fellow%1:18:03::
senseval3.d000.s080.t001 seem%2:39:01::
senseval3.d000.s082.t002 fall%1:11:00::
senseval3.d000.s082.t006 smash%2:30:00::
senseval3.d000.s082.t007 pavement%1:06:01::
senseval3.d000.s083.t002 notice%2:39:00::
senseval3.d000.s083.t005 feel%2:39:00::
senseval3.d000.s083.t007 drain%2:30:01::
senseval3.d000.s084.t004 slowness%1:07:00::
senseval3.d000.s085.t001 pour%2:38:04::
senseval3.d000.s086.t004 ask%2:32:02::
senseval3.d000.s086.t005 question%1:10:03::
senseval3.d000.s090.t002 lousy%5:00:00:nasty:00
senseval3.d000.s091.t003 suffer%2:37:00::
senseval3.d000.s092.t000 say%2:32:13::
senseval3.d000.s092.t002 man%1:18:04::
senseval3.d000.s094.t004 hurt%2:37:00::
senseval3.d000.s095.t004 begin%2:42:00::
senseval3.d000.s095.t006 nightmare%1:09:00::
senseval3.d000.s097.t000 tight%5:00:00:intoxicated:00
senseval3.d000.s098.t006 drink%2:34:01::
senseval3.d000.s099.t004 table%1:06:01::
senseval3.d000.s100.t004 pet%1:18:00::
senseval3.d000.s100.t006 bourbon%1:13:00::
senseval3.d000.s101.t000 favorite%5:00:00:loved:00
senseval3.d000.s104.t000 real%5:00:00:true:00
senseval3.d000.s105.t000 end%1:26:00::
senseval3.d000.s105.t002 hairy%5:00:00:alarming:00
senseval3.d000.s105.t005 ring%1:25:00::
senseval3.d000.s105.t007 glass%1:06:00::
senseval3.d000.s106.t006 table%1:06:01::
senseval3.d000.s106.t008 secret%5:00:03:covert:00
senseval3.d000.s107.t000 notice%2:39:00::
senseval3.d000.s108.t001 uncanny%5:00:00:extraordinary:00
senseval3.d000.s108.t003 make%2:36:00::
senseval3.d000.s109.t001 shrink%2:38:00::
senseval3.d000.s109.t004 corner%1:06:02::
senseval3.d000.s109.t006 dark%5:00:00:brunet:00
senseval3.d000.s110.t002 shout%2:32:01::
senseval3.d000.s110.t003 other%5:00:00:past:00
senseval3.d000.s110.t006 bear_down%2:33:03::
senseval3.d000.s110.t007 crossing%1:06:01::
senseval3.d000.s111.t000 saddle%2:35:10::
senseval3.d000.s112.t000 start%2:30:01::
senseval3.d000.s112.t003 place%1:15:04::
senseval3.d000.s113.t000 low%5:00:00:soft:04
senseval3.d000.s113.t004 ask%2:32:02:: ask%2:32:04::
senseval3.d000.s113.t008 take_off%2:30:00::
senseval3.d000.s114.t000 make%2:41:13::
senseval3.d000.s114.t003 offhand%5:00:00:careless:00
senseval3.d000.s114.t005 realize%2:31:00::
senseval3.d000.s114.t007 show%2:32:02::
senseval3.d000.s114.t008 face%1:07:03::
senseval3.d000.s116.t001 encourage%2:32:00::
senseval3.d000.s116.t002 company%1:26:00::
senseval3.d000.s116.t003 feel%2:31:00::
senseval3.d000.s116.t007 possible%3:00:04::
senseval3.d000.s116.t008 trouble%1:11:01::
senseval3.d000.s117.t000 trouble%1:11:01::
senseval3.d000.s118.t003 upset%2:37:01::
senseval3.d000.s118.t005 appreciation%1:10:00::
senseval3.d000.s119.t000 break%2:30:02::
senseval3.d000.s120.t005 notice%2:39:00::
senseval3.d000.s120.t009 show%2:32:02::
senseval3.d000.s120.t011 face%1:07:03::
senseval3.d000.s120.t012 bright%5:00:00:reverberant:00 bright%5:00:00:happy:00
senseval3.d000.s121.t004 break_in%2:32:00::
senseval3.d000.s122.t000 pay%2:40:14::
senseval3.d000.s122.t001 bill%1:10:01::
senseval3.d000.s123.t004 say%2:32:01::
senseval3.d000.s123.t005 divorce%2:41:00::
senseval3.d000.s125.t000 bitch%1:18:00::
senseval3.d000.s125.t001 love%2:37:02::
senseval3.d000.s126.t002 have%2:40:04::
senseval3.d000.s127.t001 deal%1:10:00::
senseval3.d000.s127.t002 know%2:31:02::
senseval3.d000.s128.t002 pay_off%2:40:00::
senseval3.d000.s132.t000 see%2:31:01::
senseval3.d000.s135.t000 do%2:41:02::
senseval3.d000.s135.t001 free%5:00:00:unpaid:00
senseval3.d000.s135.t002 job%1:04:02::
senseval3.d000.s136.t000 tell%2:32:00::
senseval3.d000.s137.t002 annoyance%1:12:00::
senseval3.d000.s137.t005 line%1:09:01::
senseval3.d000.s138.t002 run%2:38:11::
senseval3.d000.s138.t003 circle%1:04:00::
senseval3.d000.s138.t004 clouded%5:00:00:confused:00
senseval3.d000.s138.t005 brain%1:09:01::
senseval3.d000.s139.t003 say%2:32:01::
senseval3.d000.s141.t000 nut%1:18:02::
senseval3.d000.s141.t001 harm%1:11:01::
senseval3.d000.s141.t002 do%2:36:02::
senseval3.d000.s142.t001 do%2:41:04::
senseval3.d000.s143.t001 cunning%5:00:00:artful:00
senseval3.d000.s143.t003 play%2:34:13::
senseval3.d000.s144.t002 say%2:32:15::
senseval3.d000.s146.t001 suspect%2:32:02::
senseval3.d000.s146.t002 thing%1:11:00::
senseval3.d000.s146.t003 think%2:31:03::
senseval3.d000.s147.t000 know%2:31:00::
senseval3.d000.s150.t000 say%2:32:01::
senseval3.d000.s151.t001 hook%2:32:09::
senseval3.d000.s152.t001 burn%2:43:01::
senseval3.d000.s154.t001 look%2:39:01::
senseval3.d000.s155.t000 work%2:36:01::
senseval3.d000.s155.t002 time%1:28:06::
senseval3.d000.s156.t000 let%2:32:02::
senseval3.d000.s156.t001 prove%2:41:03::
senseval3.d000.s158.t000 wait%2:31:00::
senseval3.d000.s159.t002 bottom%1:15:01::
senseval3.d000.s159.t003 glass%1:06:00::
senseval3.d001.s000.t000 rout%1:11:00::
senseval3.d001.s000.t005 democratic%3:01:00::
senseval3.d001.s000.t008 reminder%1:09:00::
senseval3.d001.s000.t010 level%1:09:00::
senseval3.d001.s001.t008 different%5:00:00:other:00
senseval3.d001.s003.t006 president%1:04:04::
senseval3.d001.s004.t006 capture%2:35:01::
senseval3.d001.s004.t010 popular%5:00:00:democratic:00
senseval3.d001.s004.t011 vote%1:09:00::
senseval3.d001.s004.t012 president%1:04:04::
senseval3.d001.s004.t015 popular%5:00:00:democratic:00
senseval3.d001.s004.t016 vote%1:09:00::
senseval3.d001.s005.t000 pattern%1:04:00::
senseval3.d001.s005.t001 opposite%1:24:03::
senseval3.d001.s006.t001 result%1:11:00::
senseval3.d001.s007.t000 simple%5:00:00:easy:01
senseval3.d001.s007.t001 economic%3:01:00::
senseval3.d001.s007.t002 theory%1:09:01::
senseval3.d001.s008.t000 theory%1:09:01::
senseval3.d001.s009.t004 political%3:01:02::
senseval3.d001.s009.t005 agent%1:18:02::
senseval3.d001.s009.t007 brand%1:09:00::
senseval3.d001.s009.t009 minimalist%5:00:00:moderate:00
senseval3.d001.s009.t010 state%1:14:01::
senseval3.d001.s009.t011 virtue%1:07:03::
senseval3.d001.s009.t016 action%1:04:04::
senseval3.d001.s009.t017 democratic%3:01:00::
senseval3.d001.s009.t018 brand%1:09:00::
senseval3.d001.s009.t022 public%5:00:00:common:02
senseval3.d001.s009.t025 excess%1:07:00::
senseval3.d001.s009.t026 attendant%5:00:00:subsequent:00
senseval3.d001.s009.t027 pursuit%1:09:00::
senseval3.d001.s009.t029 interest%1:07:01::
senseval3.d001.s010.t001 representative%1:18:01::
senseval3.d001.s010.t003 basic%5:00:00:standard:01
senseval3.d001.s010.t006 office%1:26:00::
senseval3.d001.s010.t007 deal%2:41:09::
senseval3.d001.s010.t008 national%3:00:01::
senseval3.d001.s010.t010 action%1:04:04::
senseval3.d001.s010.t011 cast%2:40:13::
senseval3.d001.s010.t014 legislation%1:04:00::
senseval3.d001.s010.t015 impose%2:40:00::
senseval3.d001.s010.t017 confer%2:40:00::
senseval3.d001.s010.t018 benefit%1:07:00::
senseval3.d001.s011.t002 representative%1:18:01::
senseval3.d001.s011.t004 minimalist%5:00:00:moderate:00
senseval3.d001.s011.t005 state%1:14:01::
senseval3.d001.s011.t009 democratic%3:01:00::
senseval3.d001.s012.t001 hold%2:42:02::
senseval3.d001.s012.t005 economic%3:01:00::
senseval3.d001.s012.t006 theory%1:09:01::
senseval3.d001.s012.t010 lean%2:42:01::
senseval3.d001.s012.t011 democratic%3:01:00::
senseval3.d001.s013.t001 office%1:26:00::
senseval3.d001.s013.t011 home%1:15:02::
senseval3.d001.s014.t001 come_to%2:42:03::
senseval3.d001.s014.t002 national%3:00:01::
senseval3.d001.s015.t004 lean%2:42:01::
senseval3.d001.s016.t000 president%1:18:04::
senseval3.d001.s016.t003 benefit%1:07:00::
senseval3.d001.s016.t005 particular%5:00:02:specific:00
senseval3.d001.s016.t008 president%1:18:04::
senseval3.d001.s016.t010 effective%5:00:00:competent:00
senseval3.d001.s016.t011 prevent%2:41:00::
senseval3.d001.s016.t015 bring_home%2:40:00::
senseval3.d001.s017.t003 enhance%2:30:01::
senseval3.d001.s018.t001 simple%5:00:00:easy:01
senseval3.d001.s018.t002 appear%2:39:01::
senseval3.d001.s018.t003 explain%2:32:02::
senseval3.d001.s019.t001 take%2:30:01::
